nGram,size,mormonFreq,nonMormonFreq
prophets which,2,2,10
prophets who,2,6,2
down into,2,1,36
the people mourn,3,1,1
can not see him,4,1,1
took no,2,1,4
ye and keep,3,1,1
and dwelt in the,4,1,9
be offered,2,1,7
brother which,2,1,4
again to be,3,2,2
day of the lord and,5,2,2
yet they,2,3,30
the second and,3,2,7
principalities,1,4,7
to the sun,3,1,2
of every nation,3,3,1
of the lord against,4,1,3
all and through all,4,2,1
tenderness,1,1,1
fatherless,1,3,43
am with them,3,2,1
regard and,2,1,1
the day of,3,42,163
first upon,2,1,2
soul of,2,1,32
take your journey into the,5,1,1
not found written in the,5,2,1
oven and,2,1,4
he is to,3,4,2
sword against,2,1,6
not charity,2,1,4
of hell shall,3,8,1
until he be,3,2,2
power but,2,1,6
the wounds,2,2,4
and methuselah,2,1,2
like him,2,1,11
am with thee,3,1,11
man yet,2,1,2
children to their,3,3,2
of spirit and,3,1,3
of the earth and shall,5,1,1
that it shall be,4,8,12
michael your prince,3,1,1
ordinary,1,1,1
upon the people,3,1,4
without spot,2,1,11
plant,1,8,42
thanks be to,3,1,2
the power,2,56,62
spirit by which also he,5,1,1
come forth out of the,5,3,5
eternal life but,3,1,1
shall go forth into,4,3,2
upon the throne and,4,1,2
i commanded him,3,1,1
from henceforth yea,3,1,1
that one man should,4,1,2
luke,1,5,3
shame and,2,3,22
a lie that,3,1,1
christ the son of the,5,4,4
their rebellion,2,2,1
and offer up,3,1,2
earth shall be bound,4,3,2
son of god as,4,1,1
have not known me,4,1,1
god shall give unto,4,2,1
he shall say unto,4,1,2
gifts and,2,3,13
recommended by the,3,1,1
their husbands and,3,1,1
over and,2,1,21
to the general,3,1,1
i am jesus,3,12,3
you me and,3,2,3
city a judge which,4,1,1
and that we may,4,1,2
is the seventh,3,1,1
wherefore he is,3,1,1
have sinned,2,6,71
parable,1,15,49
elias which,2,2,1
of them that hate,4,2,5
punishment of,2,1,12
the triumph,2,1,1
good pleasure,2,1,6
vineyard that,2,1,2
thy life and,3,2,7
comfort,1,2,66
the nobles and,3,1,6
deceived for,2,1,1
spoken of in the,4,5,1
hide,1,4,82
christ who is,3,2,5
and be sober,3,2,1
over all,2,9,71
thunders,1,1,7
place in their,3,1,1
were as a flame of,5,1,2
thine heart,2,6,107
who draw,2,1,1
tongue shall be,3,1,1
through the red,3,1,1
promise of my,3,1,1
from abraham,2,1,3
proportion,1,3,3
to flee to,3,1,2
flee unto,2,3,6
places through,2,1,1
wheat and the,3,3,4
the crown of,3,1,16
in the land of the,5,1,27
loins girt about,3,1,1
the right of the,4,1,3
from darkness,2,1,1
and he shall turn the,5,1,1
the giving of,3,1,1
the unjust and,3,1,1
appoint them,2,1,2
take care,2,1,3
children have,2,1,4
upon his knees,3,1,3
all my raiment,3,1,1
parents,1,6,21
punishment to,2,1,1
given unto you to,4,2,1
salvation who,2,1,1
so persecuted they the,4,1,1
is the power of,4,2,2
nations to drink,3,1,1
out of those,3,2,2
love me keep my commandments,5,1,1
the covenant which i have,5,1,1
of the people as,4,1,1
vengeance and,2,1,5
the beginning even,3,1,1
of israel,2,35,1697
the course of the,4,1,1
unto you all,3,6,10
acquainted with all,3,1,1
is a of the,4,1,1
ye enter not,3,1,2
like as it was,4,2,1
the right hand nor to,5,1,6
of the vision,3,3,3
came a,2,1,36
them whatsoever,2,1,3
among the nations the,4,1,1
inasmuch as ye are,4,3,1
all nations drink of,4,3,1
no man save,3,3,1
were moved,2,1,5
shall greatly,2,2,3
of aaron shall be,4,1,2
be consumed,2,4,25
unto you and,3,28,51
children of god,3,2,9
ask of me and,4,2,1
tidings of good,3,1,2
high,1,135,416
chosen to be,3,1,1
this is the blessing,4,2,2
shall bow,2,3,9
see neither,2,1,1
lust,1,2,19
me out of my,4,1,3
their first,2,1,2
the beginning with,3,4,1
high god and,3,1,1
lusts,1,1,24
was made by,3,2,1
sacrifice shall be,3,1,2
a sound,2,1,10
former days,2,1,3
a day of,3,9,21
and sealed,2,2,7
for my name sake shall,5,1,1
the power of his might,5,2,1
unto me and if,4,3,3
stones,1,2,178
him as he,3,1,15
when i shall say,4,1,1
the right hand of my,5,1,1
also solomon,2,1,1
thou said and,3,1,1
the lord and i,4,2,17
of moses and,3,5,9
precept,1,4,11
of the vineyard,3,9,11
hundred times,2,1,2
counsel of his own,4,1,1
in it all,3,1,1
transgress,1,6,14
on him and,3,1,22
she may be,3,1,4
a glad heart,3,1,1
secret parts,2,1,2
of the month,3,2,57
the lord and a,4,2,3
of every tribe,3,1,9
the oracles of god,4,3,3
sun and the light,4,1,1
place which,2,8,42
ears the,2,1,2
hill,1,4,77
one of the elders,4,1,2
that they shall be,4,4,3
yet without,2,1,3
zion and upon,3,2,1
one according to,3,1,7
and their flesh,3,1,3
resurrection and,2,7,7
go before thy face,4,1,1
eyes for the,3,1,1
confirm,1,4,13
known and,2,5,10
the earth shall tremble and,5,3,1
held the,2,1,2
are left of the,4,1,1
changed his,2,1,7
gentiles with,2,1,1
for the poor,3,3,7
drive you,2,1,2
i will not come into,5,2,1
the which is the,4,2,1
you that none,3,1,1
to the same,3,2,3
degree,1,3,7
i have heard thy,4,2,5
that dwell on the earth,5,1,5
hen her chickens under her,5,3,1
room enough,2,1,1
of the people in,4,1,3
to pass by the,4,1,2
shall ask,2,10,19
like unto a,3,2,10
me what will,3,1,1
knee and,2,2,1
i come quickly and my,5,2,1
stayed from,2,1,6
keys of the,3,26,1
wherefore we,2,1,3
shall see the salvation of,5,1,2
the lord god hath spoken,5,2,1
they shall be destroyed,4,1,1
my words which shall be,5,1,1
corrupt,1,3,33
according to that which i,5,3,2
natural and afterward that,4,1,1
clothe the heavens with,4,1,1
all shall know me,4,1,1
place and shall,3,1,6
also the house,3,1,3
soul as,2,1,1
have preached,2,1,6
ye may know that,4,2,8
o ye people,3,10,1
shall name,2,3,2
soul be,2,1,7
assent,1,1,1
able to quench all the,5,1,1
shepherd and the,3,2,5
us to build,3,1,1
word of the,3,18,266
any man have a,4,1,1
the poor and the,4,10,6
following,1,21,43
have obeyed,2,2,5
mine indignation,2,6,4
to the scriptures and,4,1,2
smitten in,2,1,1
miracles,1,5,27
hire,1,6,23
lest there should be,4,1,2
things unto the,3,4,4
they speedily,2,1,1
with the preparation of the,5,1,1
and became,2,1,23
come and destroy,3,1,3
and see that there is,5,1,1
i come what,3,1,2
houses or,2,2,1
justify,1,5,11
abominations that,2,1,9
on his name,3,2,1
joseph which,2,1,8
seeing,1,4,116
die for thirst,3,1,1
was known to,3,1,2
hundred of,2,2,8
have sealed the servants of,5,1,1
of the scriptures,3,3,2
are ready to,3,1,6
the residue of the,4,8,13
houses of,2,1,35
sure word of prophecy,4,2,1
ruler over,2,5,20
deaf to hear and,4,1,1
whence they came,3,2,1
and these signs,3,2,1
walk in the,3,2,25
of hosts and i will,5,1,4
and the beasts of the,5,1,6
informed,1,1,6
his service,2,1,7
do according,2,6,25
it up again,3,1,1
upon it according to the,5,1,1
the day is,3,1,6
not contend,2,1,1
hypocrites shall be,3,2,1
dead saith,2,1,1
power to deliver,3,1,1
work of men,3,1,5
upon the foundation of,4,1,1
off unto,2,1,1
hear the sound of the,5,1,8
wherefore ye,2,1,6
his seed after him even,5,1,1
ye believed not,3,1,1
place,1,132,716
all his heart and,4,1,4
word of the lord,4,18,258
and in his pity,4,1,1
things are true,3,2,1
save yourselves from,3,1,1
stumble and,2,1,5
inheritance i,2,1,1
man called,2,1,2
i fear not god,4,1,1
her by,2,3,11
his eyes were as a,5,1,2
abased and he that,4,1,3
the just they,3,1,1
the remainder,2,4,5
shalt ask,2,3,1
what i did,3,1,4
spirit and they,3,1,4
his loins,2,2,18
this covenant,2,4,10
come to pass for,4,1,1
saying and,2,1,13
also to them that are,5,1,1
plain,1,2,75
service and,2,1,13
and some shall,3,1,1
with joseph,2,1,2
justice,1,13,28
that do wickedly,3,4,1
soul is,2,2,23
the revelation of jesus,4,2,3
the four corners thereof,4,1,4
not before the,3,1,1
shall their,2,1,7
soul in,2,1,11
with the sound of a,5,5,1
grudgingly,1,1,1
named in the,3,1,2
christ according to,3,2,4
delivered me out,3,1,3
saying all,2,1,5
what are the,3,1,2
forgive the,2,1,6
acknowledged,1,3,2
the great day,3,11,3
by the way,3,18,99
moved with compassion toward them,5,1,2
me and those,3,1,2
at the first and,4,1,4
i could not,3,1,6
given unto you as,4,1,1
the day nor the,4,1,1
hath redeemed,2,2,9
beneath the,2,1,4
upon him and upon his,5,1,1
habitation for,2,1,3
pleasing unto the,3,1,1
and that he was,4,1,6
angel ascending from,3,2,1
spirits of just,3,1,1
him do as,3,1,1
with care,2,1,1
prepare,1,49,81
by night,2,3,61
applied,1,1,3
else what shall they do,5,1,1
good for nothing but,4,1,1
up in a,3,1,3
shall humble,2,2,3
of abominations,2,1,2
corners,1,2,39
all things that pertain unto,5,2,1
shall loose on earth,4,1,1
and the which,3,2,8
her in,2,1,21
forth and the,3,1,2
and doctrine,2,1,2
trust in me,3,2,3
and let there,3,3,1
saints that the,3,1,1
as a whirlwind,3,2,3
was kindled against them,4,1,1
on my name and,4,4,1
melt with fervent heat,4,1,2
her if,2,1,5
lord against this,3,1,2
and search,2,1,4
no more lest,3,1,1
the heritage,2,2,6
to the will of,4,4,4
let him do,3,4,7
and let these,3,1,2
in the lord,3,5,119
which was given,3,5,5
earth with a curse,4,2,1
the day that ye,4,1,1
the lilies of,3,1,1
offering in righteousness,3,2,1
from the house of,4,1,26
marry nor,2,1,3
you as with,3,1,1
city that,2,3,21
slay the,2,1,20
to say this,3,1,1
came in,2,2,48
eternal,1,76,47
down in the,3,1,17
preached also to them that,5,1,1
his time and,3,1,2
and to the residue,4,1,1
in his glory,3,1,2
be more tolerable for the,5,1,2
that ye have received,4,1,1
confess,1,11,28
and in thy heart,4,1,2
election of,2,1,2
the ground which,3,1,4
come will,2,2,1
where they,2,2,31
at the time,3,14,17
forth to the,3,2,10
shall be able to quench,5,1,1
blind to,2,1,3
if it were not so,5,2,1
unto god in the,4,1,1
for wisdom,2,2,5
stood up,2,1,33
earthquakes,1,3,3
sang praises unto,3,1,1
man in his own order,5,1,1
came to pass,3,6,457
and behold and,3,10,1
have smitten,2,2,5
can it be,3,1,1
whose sin,2,1,1
bringing,1,13,24
might be fulfilled which he,5,1,3
my holy name,3,1,11
be subject unto the,4,1,1
her or,2,2,1
come out,2,1,80
and behold all,3,1,7
earnest heed,2,1,1
a just and a,4,1,2
round about you,3,1,7
great sound of,3,1,1
itself as,2,1,1
the good and,3,1,7
and as a faithful,4,1,1
as his work,3,2,1
say that it is,4,2,1
come unto my people,4,1,1
a grievous,2,1,5
world neither in the,4,1,1
his purposes,2,1,2
obeyed my,2,2,7
the tabernacle of,3,2,176
the mountains and upon,4,1,2
these things,2,108,293
they might know,3,1,3
be taken even that which,5,1,2
and arise and,3,2,1
things both,2,4,3
unto paul,2,1,2
sick and they shall,4,1,1
angel of god,3,3,13
even the son,3,1,5
may testify unto,3,1,1
oppressors,1,1,8
shall walk,2,2,14
to the truth of,4,1,1
mine enemies,2,13,57
these signs shall follow,4,2,1
the tribes of israel,4,4,46
know assuredly that,3,1,1
call ye,2,1,4
and speak unto them,4,1,3
her so,2,1,1
on the borders,3,2,2
one hair,2,1,3
all these things,3,17,57
shall be gathered,3,10,10
and preached the gospel,4,1,2
by the things,3,1,2
certain of the,3,1,27
and the beasts of,4,1,6
and the two,3,2,34
because of their transgressions,4,1,1
his vineyard,2,1,6
plead,1,3,39
shall not teach,3,1,1
tower,1,10,48
said unto you,3,7,17
came by,2,3,12
lord in the matter,4,1,1
not retain the,3,1,1
peter and upon this rock,5,1,1
out of all the tribes,5,1,8
and there was a,4,1,42
none to deliver,3,1,3
that covenant,2,2,1
sins may be,3,1,1
her up,2,1,8
the sickness,2,2,1
that day shall,3,4,31
all things that i have,5,1,2
things shall be,3,12,10
to this land,3,3,1
shed forth,2,3,1
maintenance,1,2,2
in might,2,3,1
all things both,3,3,2
upon,1,516,2748
twinkling,1,3,1
my name shall,3,2,9
will pour,2,4,14
brooks and,2,1,1
judgment to be,3,1,2
soberness,1,3,1
them that they may,4,3,17
cares,1,2,3
the region round about,4,2,4
north shall,2,1,5
ordinance of the,3,2,4
church may receive,3,1,1
the lord your redeemer the,5,1,1
that all,2,48,67
not delivered,2,1,3
god by his,3,1,2
may fall,2,1,1
stirred up,2,2,16
for repentance,2,1,2
mine arm,2,4,4
last days that,3,2,1
and purifier,2,1,1
any other man,3,4,2
where thou,2,2,23
do in the,3,1,16
him a,2,7,115
this city as,3,1,3
where i am,3,4,5
before the lord for,4,2,14
am in the father and,5,2,2
righteousness for,2,3,11
him i,2,2,53
had made the,3,1,2
have many things to say,5,1,2
not understand and,3,3,2
again zion,2,2,1
few that is,3,1,1
be counted worthy,3,2,2
whose right,2,1,3
mine and i am,4,1,2
willing and,2,1,3
his office,2,2,1
from the bands,3,2,1
should hold,2,1,4
that and,2,9,49
he shall have no power,5,1,1
shalt love the lord thy,5,1,5
and depths,2,1,1
life will,2,1,2
will i come,3,1,1
filled with the spirit of,5,1,1
word of the lord unto,5,2,12
commandments of men,3,1,3
fixed,1,4,5
the things that i,4,1,3
give unto you power,4,2,1
the four and,3,1,12
i have trodden the alone,5,1,1
high in,2,1,4
on the of,3,4,3
election of grace,3,1,1
have sworn and,3,1,1
that any,2,5,26
untoward,1,2,1
whose bodies,2,1,1
with the gentiles,3,1,2
against thee the,3,3,2
even the messenger of,4,1,1
prescribing,1,2,1
children unclean but,3,1,1
here a little,3,1,2
of his brother,3,1,16
he could,2,1,20
them these,2,1,5
not willing,2,2,2
send it to,3,1,1
beauty of,2,2,13
the same lord,3,1,3
camp of,2,3,32
the lake,2,1,9
lord had spoken these words,5,1,1
and it came,3,5,398
generation of vipers,3,1,4
and tribulations,2,1,1
the helmet,2,1,1
in the depth,3,2,2
himself that he,3,1,4
now again,2,1,1
to the house,3,3,73
than any,2,1,9
to the spirit,3,2,3
and give glory to,4,2,1
that thine,2,2,12
your eye,2,1,1
and rejoiced,2,1,7
into thine,2,1,38
it is appointed,3,1,1
glory of the,3,27,57
that thing,2,3,6
out of our,3,2,3
of the lord and that,5,3,2
canker,1,1,1
carry up,2,1,2
saying i have,3,1,14
even the house,3,1,2
of the prison to,4,1,1
son and of,3,2,2
the little book,3,1,3
offering and for,3,1,16
their hope,2,1,2
all mine,2,2,12
another according to,3,1,2
might bring them,3,1,2
the understanding of their,4,1,1
creeping things and,3,1,7
and put him to an,5,1,1
in among them,3,1,2
shall pay for,3,1,1
long wilt thou,3,1,13
life even,2,3,1
god of hosts and,4,1,2
in heaven and in earth,5,1,3
not again,2,3,20
god in all,3,3,3
fellow,1,5,28
he shall,2,140,922
hearkened not unto,3,1,19
word of truth by the,5,1,1
ye shall be able,4,1,1
both old,2,1,1
will deliver them,3,1,7
flesh that they,3,1,2
keep it holy,3,2,1
came to,2,9,806
baptize you,2,1,5
one hath,2,1,2
judge the righteous,3,1,1
unless they,2,1,1
the land,2,154,1260
and let us reason,4,1,1
the house of david,4,1,23
word should,2,1,1
in thine hands,3,3,1
from the wise and prudent,5,1,2
together in one all things,5,1,1
prison to,2,1,2
the lamb,2,16,40
make a covenant with,4,1,9
ye will not,3,1,27
the lame,2,3,16
from the hand,3,2,26
the land which i have,5,4,7
light in darkness and the,5,1,1
them their,2,3,20
it is finished,3,4,2
like unto my,3,1,1
among the sons of,4,2,12
have sworn in my wrath,5,1,1
worship him that made,4,1,1
shall come to pass that,5,27,46
righteously and,2,1,4
suffer for,2,1,6
high as,2,1,2
in the midst of you,5,1,3
of the camp of,4,2,13
against them the,3,1,1
come even,2,2,7
away from among,3,1,8
bestowed upon,2,7,5
and when he shall,4,1,3
exceeding great,2,1,9
tribulation the,2,1,1
have humbled,2,1,1
for the building,3,11,3
own tongue,2,1,2
north and to the south,5,1,1
the words of that,4,1,1
fish of,2,2,8
of the law that,4,1,4
thee these,2,3,3
even unto his,3,1,1
riches but,2,2,4
time unto,2,1,1
let him be,3,10,24
all the nations and all,5,1,1
when it shall be,4,2,3
but thou shalt not,4,1,10
eternal life and,3,5,5
to search,2,1,14
wherefore it shall come,4,1,2
principal,1,1,17
malachi,1,6,2
that remain,2,2,17
war shall,2,1,2
of the covenant that,4,1,3
these things shall be fulfilled,5,1,1
come to pass that the,5,3,7
thou shalt,2,126,1250
of light,2,4,11
end shall,2,1,10
know that there,3,3,8
sacrifice,1,15,218
king nor,2,1,2
my people that,3,1,11
that will i grant,4,1,1
and shall have,3,1,6
which is not in,4,1,1
that are,2,43,371
come with,2,2,19
lake which with fire and,5,1,1
cast out devils they shall,5,1,1
the principles,2,5,1
nor unto the,3,1,1
know that these,3,1,1
like unto it,3,3,1
that ask,2,2,3
in his wrath,3,2,7
heard nor perceived by,4,1,1
four hundred and,3,2,14
work which he,3,1,2
book the,2,2,3
the most high,3,14,41
will burn up the,4,1,1
shall be moved,3,2,3
men should,2,5,7
upon the four,3,1,7
you who are,3,4,2
judgment are,2,1,2
men no more,3,1,1
what the son of,4,1,4
give unto all,3,2,1
manifest and,2,1,3
assigned,1,2,3
for thy brethren,3,1,1
not to give,3,1,3
break forth,2,3,12
which had the,3,1,14
joints and marrow,3,5,1
flow down at,3,4,1
have given unto thee,4,1,1
be hewn down,3,3,1
go with him,3,4,4
have given unto them,4,4,1
of the firstborn,3,11,11
when shall these,3,1,3
reverence,1,4,13
there can be no,4,1,1
they toil not,3,1,2
shall be exalted,3,3,15
at the first but,4,1,1
his apparel,2,1,2
them i the lord have,5,1,1
them saith the lord thy,5,1,1
let the city,3,1,1
for i am god and,5,2,3
i make an end of,5,2,1
are in heaven and which,5,1,1
men who,2,3,4
and with whom,3,2,3
their shall be,3,1,4
and they have done unto,5,1,1
dead that,2,4,12
a few words,3,6,1
one another,2,15,57
feet of,2,5,18
from a,2,2,35
the last,2,54,51
law that,2,4,18
